181481,UNKNOWN,iPhone,6A:56:19:04:41:7A,-67,6
181481,UNKNOWN,eduspot,00:F6:63:DD:36:C1,-73,11
181481,UNKNOWN,CONGRES,00:F6:63:DD:36:C2,-73,11
181481,UNKNOWN,eduroam,00:F6:63:DD:36:C4,-74,11
181481,UNKNOWN,eduroam,00:F6:63:C7:2A:F4,-79,1
181481,UNKNOWN,CONGRES,00:F6:63:C7:2A:F2,-80,1
181481,UNKNOWN,eduspot,00:F6:63:C7:2A:F1,-80,1
181481,UNKNOWN,Freebox-6B47F8,DC:00:B0:F7:5F:80,-82,6
181481,UNKNOWN,eduroam,00:F6:63:B1:CD:94,-82,11
181481,UNKNOWN,Livebox-92EA,38:06:E6:48:50:58,-83,11
181481,UNKNOWN,eduspot,00:F6:63:B1:CD:91,-84,11
181481,UNKNOWN,?,EA:38:83:73:1B:4E,-85,6
181481,UNKNOWN,eduroam,00:FE:C8:DD:17:44,-85,6
181481,UNKNOWN,CONGRES,00:F6:63:B1:CD:92,-85,11
181481,UNKNOWN,CONGRES,00:FE:C8:DD:17:42,-85,6
181481,UNKNOWN,El Guacamole,E4:38:83:73:1B:4E,-86,6
181481,UNKNOWN,eduspot,00:FE:C8:DD:17:41,-86,6
181481,UNKNOWN,Livebox-7bb6,5C:33:8E:E9:D1:80,-86,11
181481,UNKNOWN,SFR_89B0,CC:2D:1B:6A:89:B6,-86,6
181481,UNKNOWN,eduroam,00:F2:8B:03:73:54,-87,1
181481,UNKNOWN,Livebox-1840,04:E3:1A:9F:18:40,-87,6
181481,UNKNOWN,eduspot,00:F6:63:E6:2E:D1,-88,6
181481,UNKNOWN,CONGRES,00:F2:8B:03:73:52,-88,1
181481,UNKNOWN,CONGRES,00:F6:63:DD:3D:C2,-88,1
181481,UNKNOWN,Livebox-D610,6C:FF:CE:D3:D6:10,-88,1
181481,UNKNOWN,?,D0:6E:DE:67:17:F0,-88,11
181481,UNKNOWN,?,9E:05:D6:23:8D:FA,-88,11
181481,UNKNOWN,ZCGSV2_00233,00:1B:93:C4:00:E9,-89,5
181481,UNKNOWN,?,04:17:B6:4D:C3:C7,-90,6
181481,UNKNOWN,Freepro-YMATJ2,DC:00:B0:7B:51:58,-90,1
181481,UNKNOWN,ZCGA_05063,00:1B:93:01:13:C7,-90,12
181481,UNKNOWN,eduroam,00:F6:63:E6:2E:D4,-91,6
181481,UNKNOWN,ZCGA_05020,00:1B:93:01:13:9C,-91,8
181481,UNKNOWN,EDUAUTH,00:F6:63:E6:3A:A3,-92,6
181481,UNKNOWN,eduspot,00:F6:63:C7:2D:C1,-92,11
181481,UNKNOWN,eduspot,D8:C7:C8:24:D0:53,-92,11
181481,UNKNOWN,SoloNet-F3:16,90:03:B7:39:F3:16,-96,10
10871,UNKNOWN,eduspot,00:F6:63:AC:D8:31,-56,6
10871,UNKNOWN,eduroam,00:F6:63:AC:D8:34,-56,6
10871,UNKNOWN,CONGRES,00:F6:63:AC:D8:32,-56,6
10871,UNKNOWN,iPhone,6A:56:19:04:41:7A,-64,6
10871,UNKNOWN,eduroam,00:F6:63:DD:36:C4,-71,11
10871,UNKNOWN,CONGRES,00:F6:63:DD:36:C2,-72,11
10871,UNKNOWN,eduspot,00:F6:63:DD:36:C1,-72,11
10871,UNKNOWN,eduspot,00:F6:63:C7:2A:F1,-78,1
10871,UNKNOWN,eduroam,00:F6:63:C7:2A:F4,-78,1
10871,UNKNOWN,CONGRES,00:F6:63:C7:2A:F2,-78,1
10871,UNKNOWN,POCO F6 Pro,76:55:B0:6D:40:15,-81,1
10871,UNKNOWN,?,9E:05:D6:13:8D:FA,-81,11
10871,UNKNOWN,laddition-6280,9C:05:D6:43:8D:FA,-82,11
10871,UNKNOWN,eduroam,00:F6:63:B1:CD:94,-83,11
10871,UNKNOWN,CASADIPANINI,D0:6E:DE:67:17:F0,-83,11
10871,UNKNOWN,?,04:17:B6:4D:C3:C7,-84,6
10871,UNKNOWN,Rigatoni,68:A3:78:76:B1:EE,-84,2
10871,UNKNOWN,eduroam,00:FE:C8:DD:17:44,-84,6
10871,UNKNOWN,CONGRES,00:F6:63:B1:CD:92,-84,11
10871,UNKNOWN,eduspot,00:F6:63:B1:CD:91,-84,11
10871,UNKNOWN,?,9E:05:D6:23:8D:FA,-84,11
10871,UNKNOWN,Livebox-92EA,38:06:E6:48:50:58,-84,11
10871,UNKNOWN,eduspot,00:FE:C8:DD:17:41,-85,6
10871,UNKNOWN,Freebox-6B47F8,DC:00:B0:F7:5F:80,-85,6
10871,UNKNOWN,Ilyana,F6:50:9D:0E:93:68,-85,11
10871,UNKNOWN,CONGRES,00:FE:C8:DD:17:42,-86,6
10871,UNKNOWN,CONGRES,00:F2:8B:03:73:52,-86,1
10871,UNKNOWN,CONGRES,00:F6:63:E6:2E:D2,-86,6
10871,UNKNOWN,eduspot,00:F6:63:E6:2E:D1,-86,6
10871,UNKNOWN,SFR_89B0,CC:2D:1B:6A:89:B6,-87,6
10871,UNKNOWN,eduroam,00:F2:8B:03:73:54,-87,1
10871,UNKNOWN,SFR_9F8F,B0:B3:69:D3:9F:91,-87,1
10871,UNKNOWN,eduspot,00:F2:8B:03:73:51,-87,1
10871,UNKNOWN,eduspot,00:F6:63:DD:3D:F1,-87,11
10871,UNKNOWN,eduspot,00:F6:63:DD:3D:C1,-88,1
